tconst,ordering,nconst,category,job,characters
tt0002255,3,nm0376396,actor,\N,"[""Cigar Drummer""]"
tt0002255,4,nm0064415,actor,\N,"[""Cigar Store Owner""]"
tt0002255,5,nm0383528,cinematographer,\N,\N
tt0002255,6,nm0125164,actor,\N,"[""Hank's Sweetheart's Father""]"
tt0002255,7,nm0115524,actress,\N,"[""Hank's Sweetheart's Mother""]"
tt0002255,8,nm0532072,actor,\N,"[""Hank's Sweetheart's Uncle""]"
tt0002255,9,nm0226992,actor,\N,"[""Party Guest""]"
tt0002256,1,nm0124279,actor,\N,"[""James Williams""]"
tt0002256,2,nm0063138,actress,\N,"[""Mrs. James Williams""]"
tt0002256,3,nm0130797,actor,\N,"[""Frank Holt""]"
tt0002256,4,nm0913341,actor,\N,\N
tt0002256,5,nm0176699,director,\N,\N
tt0002256,6,nm0827385,actor,\N,\N
tt0002256,7,nm0206750,actor,\N,\N
tt0002256,8,nm0105201,actress,\N,\N
tt0002256,9,nm0144293,actress,\N,\N
tt0002257,1,nm0905629,actor,\N,"[""Father""]"
tt0002257,2,nm0930788,actress,\N,"[""Mother""]"
tt0002257,3,nm0913338,actress,\N,"[""The Mother-in-Law""]"
tt0002257,4,nm0533887,actress,\N,"[""The First Daughter""]"
tt0002257,5,nm0930198,director,\N,\N
tt0002257,6,nm0199087,actress,\N,"[""The Second Daughter""]"
tt0002257,7,nm0922392,actor,\N,"[""The Tramp""]"
tt0002257,8,nm0064600,actor,\N,"[""The Son""]"
tt0002258,1,nm0738082,actress,\N,\N
tt0002258,2,nm0624714,actor,\N,"[""Jim""]"
tt0002258,3,nm0366742,director,\N,\N
tt0002259,1,nm0640311,actor,\N,"[""Mike Murphy""]"
tt0002259,2,nm0913338,actress,\N,"[""Mrs. Murphy""]"
tt0002259,3,nm0098089,actor,\N,"[""The Messenger Boy""]"
tt0002259,4,nm0298300,actor,\N,"[""Young Murphy""]"
tt0002259,5,nm0930198,director,\N,\N
tt0002259,6,nm0842976,writer,\N,\N
tt0002259,7,nm0396768,actor,\N,"[""Tim Flanagan - Horseshoe Target""]"
tt0002259,8,nm0065035,actress,\N,"[""Mike's Mother-in-Law""]"
tt0002260,1,nm0565560,director,\N,\N
tt0002261,1,nm0120544,actor,\N,"[""Santa Claus""]"
tt0002261,2,nm0182537,actress,\N,"[""Ida - the Little Smith Girl""]"
tt0002261,3,nm0249871,actor,\N,"[""Mr. Smith""]"
tt0002261,4,nm0850033,actress,\N,"[""Mrs. Smith""]"
tt0002261,5,nm0111753,director,\N,\N
tt0002261,6,nm0623817,writer,scenario,\N
tt0002261,7,nm0330352,actress,\N,"[""Mrs. Jones""]"
tt0002261,8,nm0191961,actor,\N,"[""The Little Boy""]"
tt0002262,1,nm0858286,actress,\N,\N
tt0002262,2,nm0869559,actor,\N,\N
tt0002262,3,nm0304098,director,\N,\N
tt0002263,1,nm0694631,actor,\N,"[""Giuseppe""]"
tt0002263,2,nm0857302,actress,\N,"[""Ruth, Giuseppe's Fiancé""]"
tt0002263,3,nm0306947,actress,\N,"[""Sabina""]"
tt0002263,4,nm0636132,actor,\N,"[""Maximus""]"
tt0002263,5,nm0309130,director,\N,\N
tt0002263,6,nm0717468,actor,\N,"[""Giuseppe's Father""]"
tt0002263,7,nm0850033,actress,\N,"[""Giuseppe's Mother""]"
tt0002264,1,nm0922392,actor,\N,"[""Old Dr. Morton""]"
tt0002264,2,nm0933045,actor,\N,"[""Young Dr. Morgan""]"
tt0002264,3,nm0768187,actress,\N,"[""Young Dr. Morgan's Sweetheart""]"
tt0002264,4,nm0330280,actor,\N,"[""Young Dr. Morgan's Sweetheart's Father""]"
tt0002264,5,nm0205986,director,\N,\N
tt0002264,6,nm0581683,writer,\N,\N
tt0002264,7,nm0905629,actor,\N,\N
tt0002265,1,nm0492757,actress,\N,"[""Flo Armstrong""]"
tt0002265,2,nm0601698,actor,\N,"[""Jack Moore""]"
tt0002265,3,nm0416527,actor,\N,"[""Harry James""]"
tt0002265,4,nm0813603,director,\N,\N
tt0002266,10,nm0095695,actor,\N,"[""A Woodsman""]"
tt0002266,1,nm0001273,actress,\N,"[""The Younger Daughter""]"
tt0002266,2,nm0568282,actress,\N,"[""The Elder Daughter""]"
tt0002266,3,nm0125164,actor,\N,"[""The Widower""]"
tt0002266,4,nm0910400,actor,\N,"[""Jim Watson""]"
tt0002266,5,nm0000428,director,\N,\N
tt0002266,6,nm0366610,writer,novel,\N
tt0002266,7,nm0853193,writer,\N,\N
tt0002266,8,nm0005658,cinematographer,\N,\N
tt0002266,9,nm0002503,actor,\N,"[""Bob Cole""]"
tt0002267,1,nm0187981,actor,\N,"[""The Husband""]"
tt0002267,2,nm0398241,actress,\N,"[""The Wife""]"
tt0002267,3,nm0366008,actor,\N,"[""The Young Hunter""]"
tt0002267,4,nm0127511,director,\N,\N
tt0002267,5,nm0853193,writer,story,\N
tt0002268,1,nm0921980,actor,\N,"[""The Trapper""]"
tt0002268,2,nm0568282,actress,\N,"[""The Trapper's Wife""]"
tt0002268,3,nm0250676,actress,\N,"[""The Trapper's Child""]"
tt0002268,4,nm0095695,actor,\N,"[""The Adventurer""]"
tt0002268,5,nm0000428,director,\N,\N
tt0002268,6,nm0853193,writer,\N,\N
tt0002268,7,nm0524306,actor,\N,"[""Extra""]"
tt0002269,1,nm0516974,actor,\N,"[""Jack Greenleaf""]"
tt0002269,2,nm0202590,actress,\N,"[""Ethel Wells""]"
tt0002269,3,nm0160280,director,\N,\N
tt0002269,4,nm0395438,producer,producer,\N
tt0002270,1,nm0001908,actor,\N,"[""Broncho Billy""]"
tt0002270,2,nm0789632,actor,\N,"[""Dan Runnion""]"
tt0002270,3,nm0161366,actor,\N,"[""Yellow Wolf""]"
tt0002270,4,nm0865178,actor,\N,\N
tt0002270,5,nm0693055,actor,\N,\N
tt0002270,6,nm0533615,actor,\N,\N
tt0002271,1,nm0717468,actor,\N,"[""Tom""]"
tt0002271,2,nm0725529,director,\N,\N
tt0002271,3,nm0003546,cinematographer,\N,\N
tt0002272,1,nm0717468,actor,\N,"[""Oniatore"",""Romeo""]"
tt0002272,2,nm0877550,actress,\N,"[""Ethona"",""Juliet""]"
tt0002272,3,nm0604384,actor,\N,"[""Kowa"",""Paris""]"
tt0002272,4,nm0717281,actor,\N,"[""Rohowaneh"",""Capulet""]"
tt0002272,5,nm0872868,director,\N,\N
tt0002272,6,nm0000636,writer,"play ""Romeo and Juliet""",\N
tt0002272,7,nm0643200,actress,\N,"[""Neok"",""Nurse""]"
tt0002272,8,nm0933479,actor,\N,"[""Oyenkwa"",""Friar Lawrence""]"
tt0002273,10,nm0649211,actor,\N,"[""Among Boarders""]"
tt0002273,1,nm1013170,actor,\N,"[""The Widower""]"
tt0002273,2,nm0115524,actress,\N,"[""The Widow""]"
tt0002273,3,nm0681933,actress,\N,"[""The Widow's First Daughter""]"
tt0002273,4,nm0550615,actress,\N,"[""The Widow's Second Daughter""]"
tt0002273,5,nm0000428,director,\N,\N
tt0002273,6,nm0377289,writer,\N,\N
tt0002273,7,nm0005658,cinematographer,\N,\N
tt0002273,8,nm0376653,actor,\N,"[""The Young Man""]"
tt0002273,9,nm0404980,actor,\N,"[""Among Borders""]"
tt0002274,10,nm1159457,actress,\N,"[""Maria - Jaca's Daughter""]"
tt0002274,1,nm0085877,actor,\N,"[""Captain Gomez"",""Governor Don Diego de Vargas""]"
tt0002274,2,nm0550615,actress,\N,"[""Juan""]"
tt0002274,3,nm0922396,actor,\N,"[""Padre Corvero""]"
tt0002274,4,nm1160549,actor,\N,"[""Padre Duran""]"
tt0002274,5,nm0577654,director,\N,\N
tt0002274,6,nm1160117,actor,\N,"[""Jaca""]"
tt0002274,7,nm8761211,actress,\N,"[""Captain Roque de Madrid""]"
tt0002274,8,nm8761212,actor,\N,"[""Pope""]"
tt0002274,9,nm8761213,actor,\N,"[""Domingo""]"
tt0002276,1,nm0294276,director,\N,\N
tt0002277,10,nm0002503,actor,\N,"[""The Union Corporal""]"
tt0002277,1,nm0589494,actor,\N,"[""The Confederate Captain""]"
tt0002277,2,nm0681933,actress,\N,"[""The Confederate Captain's Sweetheart""]"
tt0002277,3,nm0910400,actor,\N,"[""The False Brother""]"
tt0002277,4,nm0115524,actress,\N,"[""The Mother""]"
tt0002277,5,nm0000428,director,\N,\N
tt0002277,6,nm0377289,writer,\N,\N
tt0002277,7,nm0005658,cinematographer,\N,\N
tt0002277,8,nm0321088,actress,\N,"[""The Southern Girl""]"
tt0002277,9,nm0366008,actor,\N,"[""The Southern Boy""]"
tt0002278,10,nm0656425,actor,\N,"[""Police Agent""]"
tt0002278,1,nm0504551,actor,\N,"[""The Widower""]"
tt0002278,2,nm0681927,actor,\N,"[""The Messenger""]"
tt0002278,3,nm0487007,actor,\N,"[""The Rich Italian""]"
tt0002278,4,nm0681933,actress,\N,"[""The Rich Italian's Daughter""]"
tt0002278,5,nm0000428,director,\N,\N
tt0002278,6,nm0377289,writer,\N,\N
tt0002278,7,nm0005658,cinematographer,\N,\N
tt0002278,8,nm0537556,actor,\N,"[""A Gangster""]"
tt0002278,9,nm0567532,actor,\N,"[""Police Agent""]"
tt0002279,1,nm0680232,actor,\N,"[""Frank Kenwick - the Insurgent Senator""]"
tt0002279,2,nm0644728,actor,\N,"[""John Keenan - the Political Boss""]"
tt0002279,3,nm0298301,actress,\N,"[""The Political Boss's Daughter""]"
tt0002279,4,nm0531584,actor,\N,"[""E.C. Brady - the Financier""]"
tt0002279,5,nm0581683,director,\N,\N
tt0002280,10,nm0686142,actor,\N,"[""Gardener""]"
tt0002280,1,nm0226992,actor,\N,"[""Bob""]"
tt0002280,2,nm0635667,actress,\N,"[""Alice, Bob's Sweetheart""]"
tt0002280,3,nm0125164,actor,\N,"[""Papa""]"
tt0002280,4,nm0827509,actor,\N,"[""One of Bob's Friends""]"
tt0002280,5,nm0784407,director,\N,\N
tt0002280,6,nm0120581,writer,\N,\N
tt0002280,7,nm0383528,cinematographer,\N,\N
tt0002280,8,nm0095695,actor,\N,"[""One of Bob's Friends""]"
tt0002280,9,nm0331049,actor,\N,"[""Reverend Brown""]"
tt0002281,1,nm0285643,actor,\N,"[""Colonel James Bryson""]"
tt0002281,2,nm0334873,actress,\N,"[""Colonel Bryson's Daughter""]"
tt0002281,3,nm0514517,actress,\N,"[""Sky Star""]"
tt0002281,4,nm0583645,actor,\N,"[""Lieutenant White""]"
tt0002281,5,nm0408436,director,\N,\N
tt0002281,6,nm0837989,writer,scenario,\N
tt0002281,7,nm0794405,actor,\N,"[""The Sioux Chief""]"
tt0002281,8,nm0010134,actor,\N,"[""Telegrapher""]"
tt0002282,10,nm0867118,actress,\N,"[""Jack's Sweetheart's Mother""]"
tt0002282,1,nm0681933,actress,\N,"[""Iola""]"
tt0002282,2,nm0656425,actor,\N,"[""Jack Harper""]"
tt0002282,3,nm0262757,actor,\N,"[""Jack's Partner""]"
tt0002282,4,nm0076202,actress,\N,"[""Jack's Sweetheart""]"
tt0002282,5,nm0000428,director,\N,\N
tt0002282,6,nm0852022,writer,\N,\N
tt0002282,7,nm0005658,cinematographer,\N,\N
tt0002282,8,nm0649211,actor,\N,"[""Jack's Sweetheart's Father""]"
tt0002282,9,nm0537556,actor,\N,"[""Jack's Sweetheart's Father""]"
tt0002283,1,nm0877550,actress,\N,"[""Florence Hart""]"
tt0002283,2,nm0717281,actor,\N,"[""Dick Green""]"
tt0002283,3,nm0717468,actor,\N,"[""Billy Hallock""]"
tt0002283,4,nm0356439,actress,\N,"[""Sue Hallock - Billy's Wife""]"
tt0002283,5,nm1255970,actress,\N,"[""Jean, Billy's Dog""]"
tt0002284,1,nm0332182,actor,\N,\N
tt0002284,2,nm0746008,actor,\N,\N
tt0002284,3,nm0154352,director,co-director,\N
tt0002284,4,nm0869665,director,co-director,\N
tt0002285,1,nm0789748,actor,\N,"[""Thomas Taylor""]"
tt0002285,2,nm0298301,actress,\N,"[""Hilda - Mrs. Thomas Taylor""]"
tt0002285,3,nm0626370,actress,\N,"[""A Great Actress""]"
tt0002286,1,nm0294276,director,\N,\N
tt0002287,10,nm0125000,actress,\N,"[""A Servant""]"
tt0002287,1,nm0681933,actress,\N,"[""The Young Woman""]"
tt0002287,2,nm0376442,actress,\N,"[""The Young Woman's Mother""]"
tt0002287,3,nm0404980,actor,\N,"[""The Fortune Hunter""]"
tt0002287,4,nm0487007,actor,\N,"[""The Broker""]"
tt0002287,5,nm0000428,director,\N,\N
tt0002287,6,nm0377289,writer,\N,\N
tt0002287,7,nm0005658,cinematographer,\N,\N
tt0002287,8,nm0524306,actor,\N,"[""The Wealthy Friend""]"
tt0002287,9,nm0115524,actress,\N,"[""The Maid""]"
tt0002288,10,nm0696985,actress,\N,"[""Jaspar's Wife - the Old Negro Nurse""]"
tt0002288,1,nm0143460,actor,\N,"[""Alvin Strong - the Boy""]"
tt0002288,2,nm0850033,actress,\N,"[""Mrs. Strong - the Boy's Mother""]"
tt0002288,3,nm0604384,actor,\N,"[""Mr. Strong - the Boy's Father""]"
tt0002288,4,nm0182537,actress,\N,"[""Jane - Alvin's Sweetheart""]"
tt0002288,5,nm0448682,director,\N,\N
tt0002288,6,nm0857302,actress,\N,"[""Jane's Mother""]"
tt0002288,7,nm0627617,actor,\N,"[""Jane's Father""]"
tt0002288,8,nm0933479,actor,\N,"[""Jaspar - an Old Negro""]"
tt0002288,9,nm0446769,actor,\N,"[""Jaspar's Son""]"
tt0002289,1,nm0717468,actor,\N,"[""The Artist""]"
tt0002289,2,nm0732651,actress,\N,"[""Sue - Kaintuck's Sweetheart""]"
tt0002289,3,nm0845946,actor,\N,"[""Kaintuck""]"
tt0002289,4,nm0922478,actress,\N,"[""Dora - the Artist's Sweetheart""]"
tt0002289,5,nm0717281,director,\N,\N
tt0002290,10,nm0043018,actor,\N,"[""Detective School Pupil""]"
tt0002290,1,nm0635667,actress,\N,"[""Katchem Kate""]"
tt0002290,2,nm0532072,actor,\N,"[""Detective Agency Head""]"
tt0002290,3,nm0681927,actor,\N,"[""Office Boy""]"
tt0002290,4,nm0696138,actress,\N,\N
tt0002290,5,nm0784407,director,\N,\N
tt0002290,6,nm0376396,writer,\N,\N
tt0002290,7,nm0383528,cinematographer,\N,\N
tt0002290,8,nm0642722,actor,\N,\N
tt0002290,9,nm0039276,actress,\N,"[""Kate's Supervisor""]"
tt0002291,1,nm0085877,actor,\N,"[""Bob Hopkins""]"
tt0002291,2,nm0550615,actress,\N,"[""Belle Hopkins - Bob's Sister""]"
tt0002291,3,nm0922396,actor,\N,"[""Colonel Hopkins""]"
tt0002291,4,nm1160117,actor,\N,"[""James Rollins - the Banker""]"
tt0002291,5,nm0577654,director,\N,\N
tt0002291,6,nm0927434,actor,\N,"[""Shorty - The First Jockey""]"
tt0002291,7,nm1159153,actor,\N,"[""Bates - The Second Jockey""]"
tt0002292,1,nm0898366,actor,\N,\N
tt0002292,2,nm0738202,director,\N,\N
tt0002293,10,nm0245657,actress,\N,\N
tt0002293,1,nm0764346,actor,\N,"[""Fritz - Sona's Husband""]"
tt0002293,2,nm0366609,actress,\N,"[""Sona - Fritz's Wife""]"
tt0002293,3,nm0724541,actor,\N,"[""John Kruge - Sona's Father""]"
tt0002293,4,nm0230188,actress,\N,"[""Mrs. Kruge - Sona's Mother""]"
tt0002293,5,nm0132324,director,\N,\N
tt0002293,6,nm0106990,writer,story,\N
tt0002293,7,nm0783152,producer,producer,\N
tt0002293,8,nm0914867,actor,\N,"[""John Vogel""]"
tt0002293,9,nm0905387,actress,\N,"[""Iona - Fritz & Sona's Child""]"
tt0002294,1,nm0003425,actress,\N,"[""Kamma""]"
tt0002294,2,nm0065651,actor,\N,"[""Zelten""]"
tt0002294,3,nm0762408,actress,\N,"[""Harriet Werner""]"
tt0002294,4,nm0016799,actor,\N,\N
tt0002294,5,nm0300487,director,\N,\N
tt0002294,6,nm0368434,cinematographer,\N,\N
tt0002294,7,nm0917744,actor,\N,\N
tt0002294,8,nm0282348,actor,\N,"[""Arthur Lichtinger""]"
tt0002295,10,nm0395136,actress,\N,"[""Clarice""]"
tt0002295,1,nm0007215,actor,\N,"[""George Talboys""]"
tt0002295,2,nm0269897,actress,\N,"[""Lady Audley""]"
tt0002295,3,nm0790137,actor,\N,"[""Sir Robert Audley""]"
tt0002295,4,nm0920607,actor,\N,"[""Sir Michael""]"
tt0002295,5,nm0107543,director,\N,\N
tt0002295,6,nm0877783,director,\N,\N
tt0002295,7,nm0102935,writer,novel,\N
tt0002295,8,nm0480674,producer,producer,\N
tt0002295,9,nm0198523,actor,\N,"[""Luke Marks""]"
tt0002296,10,nm0330352,actress,\N,"[""Lady Margaret, Roderick's Mother""]"
tt0002296,1,nm0604384,actor,\N,"[""King James V and James Fitz-James""]"
tt0002296,2,nm0408433,actor,\N,"[""Douglas, Earl of Angus""]"
tt0002296,3,nm0832458,actress,\N,"[""Ellen, Douglas' Daughter""]"
tt0002296,4,nm0636132,actor,\N,"[""Sir Roderick""]"
tt0002296,5,nm0085865,director,\N,\N
tt0002296,6,nm0612348,writer,\N,\N
tt0002296,7,nm0779797,writer,poem,\N
tt0002296,8,nm0930504,actor,\N,"[""Malcolm Greene""]"
tt0002296,9,nm0426310,actor,\N,"[""Allan-Bane, a Minstrel""]"
tt0002297,1,nm0124279,actor,\N,"[""Guido Marcello""]"
tt0002297,2,nm0144293,actress,\N,"[""Marie Medici""]"
tt0002297,3,nm0910388,actor,\N,\N
tt0002298,1,nm0285643,actor,\N,"[""Bob Welch""]"
tt0002298,2,nm0334873,actress,\N,"[""Beth Anders""]"
tt0002298,3,nm0020474,actor,\N,\N
tt0002298,4,nm0294058,actor,\N,\N
tt0002298,5,nm0408436,director,\N,\N
tt0002298,6,nm0583645,actor,\N,\N
tt0002298,7,nm0792727,actor,\N,\N
tt0002298,8,nm0514517,actress,\N,"[""The Chief's Daughter""]"
tt0002299,1,nm0120544,actor,\N,"[""John Bunnybunch""]"
tt0002299,2,nm0277411,actress,\N,"[""Miss Bullfinch - an Old Maid""]"
tt0002299,3,nm0907973,actress,\N,"[""Lily Walkerin""]"
tt0002299,4,nm0933479,actor,\N,\N
tt0002299,5,nm0394980,actor,\N,\N
tt0002300,10,nm0652479,actress,\N,\N
tt0002300,1,nm0290066,actor,\N,"[""Ichabod Crane""]"
tt0002300,2,nm0012317,actor,\N,\N
tt0002300,3,nm0316947,actress,\N,"[""Unspecified""]"
tt0002300,4,nm0342563,actor,\N,\N
tt0002300,5,nm0036048,director,\N,\N
tt0002300,6,nm0410331,writer,story,\N
tt0002300,7,nm0425592,actor,\N,\N
tt0002300,8,nm0483611,actress,\N,\N
tt0002300,9,nm0488285,actor,\N,\N
tt0002302,10,nm0127511,actor,\N,"[""A Nobleman""]"
tt0002302,1,nm0681933,actress,\N,"[""Lena""]"
tt0002302,2,nm0487007,actor,\N,"[""Lena's Sweetheart""]"
tt0002302,3,nm0115524,actress,\N,"[""Gretchen""]"
tt0002302,4,nm0550615,actress,\N,"[""The 'Adopted' Daughter""]"
tt0002302,5,nm0000428,director,\N,\N
tt0002302,6,nm0005658,cinematographer,\N,\N
tt0002302,7,nm0041858,actor,\N,"[""Len'a Father""]"
tt0002302,8,nm0568282,actress,\N,"[""Lena's Mother""]"
tt0002302,9,nm1013170,actor,\N,"[""Courtier""]"
tt0002303,10,nm0141035,actor,\N,"[""In Smuggler Band""]"
tt0002303,1,nm0842239,actress,\N,"[""The Young Woman""]"
tt0002303,2,nm0041858,actor,\N,"[""The Young Woman's Sweetheart""]"
tt0002303,3,nm0550615,actress,\N,"[""The Young Woman's Companion""]"
tt0002303,4,nm0656425,actor,\N,"[""The Leader of the Smugglers""]"
tt0002303,5,nm0000428,director,\N,\N
tt0002303,6,nm0377289,writer,\N,\N
tt0002303,7,nm0005658,cinematographer,\N,\N
tt0002303,8,nm0537556,actor,\N,"[""The Revenue Officer"",""Policeman""]"
tt0002303,9,nm0921980,actor,\N,"[""The Go-Between""]"
tt0002304,1,nm0873928,actor,\N,"[""Kid""]"
tt0002304,2,nm0488285,actor,\N,"[""Kit""]"
tt0002304,3,nm0652479,actress,\N,"[""Kittie""]"
tt0002304,4,nm0012317,actor,\N,"[""The Nephew""]"
tt0002304,5,nm0036048,director,\N,\N
tt0002304,6,nm0290066,actor,\N,"[""Uncle Bill""]"
tt0002304,7,nm0835752,actress,\N,"[""Kittie's Mother""]"
tt0002305,1,nm0897642,self,\N,"[""Himself""]"
tt0002305,2,nm1179300,self,\N,"[""Himself""]"
tt0002305,3,nm0127511,director,\N,\N
tt0002305,4,nm0000428,producer,producer,\N
tt0002305,5,nm0003546,cinematographer,\N,\N
tt0002306,1,nm0170863,director,\N,\N
tt0002306,2,nm0294276,director,\N,\N
tt0002307,1,nm0840287,actor,\N,"[""John West - the Lighthouse Keeper""]"
tt0002307,2,nm0768187,actress,\N,"[""Jeannette - the Lighthouse Keeper's Daughter""]"
tt0002307,3,nm0933045,actor,\N,"[""The Sailor""]"
tt0002307,4,nm0709718,actor,\N,"[""The Stranger""]"
tt0002307,5,nm0205986,director,\N,\N
tt0002307,6,nm0581683,writer,scenario,\N
tt0002307,7,nm0874364,actress,\N,\N
tt0002307,8,nm0112898,actor,\N,\N
tt0002307,9,nm0644728,actor,\N,\N
tt0002308,1,nm0283327,actress,\N,"[""The Dreamer""]"
tt0002308,2,nm0644728,actor,\N,"[""The Knight""]"
tt0002308,3,nm0680232,actor,\N,"[""The Headsman""]"
tt0002308,4,nm0930198,director,\N,\N
tt0002309,10,nm0448682,actor,\N,\N
tt0002309,1,nm0408433,actor,\N,"[""Abraham Lincoln""]"
tt0002309,2,nm0426310,actor,\N,\N
tt0002309,3,nm0949648,actor,\N,\N
tt0002309,4,nm0949403,actress,\N,\N
tt0002309,5,nm0085865,director,\N,\N
tt0002309,6,nm0108049,writer,scenario,\N
tt0002309,7,nm1118823,writer,Gettysburg Address,\N
tt0002309,8,nm0529368,actor,\N,\N
tt0002309,9,nm0832458,actress,\N,\N
tt0002310,1,nm0357530,actress,\N,"[""Carmelita - the Little Bride of Heaven""]"
tt0002310,2,nm0298301,actress,\N,"[""Carmelita's Mother""]"
tt0002310,3,nm0504353,actor,\N,"[""The Priest""]"
tt0002310,4,nm0842976,actress,\N,"[""Mrs. Litinksy - the Neighbor""]"
tt0002310,5,nm0852862,writer,\N,\N
tt0002310,6,nm0005896,actor,\N,"[""Pharos - the Newsboy""]"
tt0002310,7,nm0112898,actor,\N,"[""The Wig Maker""]"
tt0002310,8,nm5076192,actress,\N,"[""Another Little Bride of Heaven""]"
tt0002311,1,nm0764346,actor,\N,"[""Padre Augustine""]"
tt0002311,2,nm0643048,actor,\N,"[""Don Phillippi""]"
tt0002311,3,nm0416456,actor,\N,"[""Don Cerbio""]"
tt0002311,4,nm0264286,actress,\N,"[""Papinta""]"
tt0002311,5,nm0132324,director,\N,\N
tt0002311,6,nm0058849,writer,scenario,\N
tt0002311,7,nm0783152,producer,producer,\N
tt0002311,8,nm0040086,actress,\N,"[""Madre Maris - the Old Mexican Housekeeper""]"
tt0002312,1,nm0294276,director,\N,\N
tt0002313,1,nm0531584,actor,\N,"[""Burton Prentice - the Husband""]"
tt0002313,2,nm0298301,actress,\N,"[""Nellie Prentice - the Wife""]"
tt0002313,3,nm0917726,actress,\N,"[""The Little Prentice Girl""]"
tt0002313,4,nm0949133,actor,\N,"[""A Young Man of Means""]"
tt0002313,5,nm0581683,director,\N,\N
tt0002313,6,nm0259860,actress,\N,"[""The Young Man's Mother""]"
tt0002313,7,nm0588295,actress,\N,"[""The Mother's Companion""]"
tt0002313,8,nm0098089,actor,\N,"[""One of the Children""]"
tt0002314,1,nm0206750,actor,\N,"[""Richard Montague""]"
tt0002314,2,nm0063138,actress,\N,"[""Mrs. Richard Montague""]"
tt0002314,3,nm0241838,actress,\N,\N
tt0002314,4,nm0652054,actress,\N,"[""The Montague Child""]"
tt0002315,1,nm0168503,director,\N,\N
tt0002316,1,nm0925310,actress,\N,"[""Mrs. Happy""]"
tt0002316,2,nm0055865,actor,\N,"[""Mr. Happy""]"
tt0002316,3,nm0325448,director,\N,\N
tt0002316,4,nm0589616,writer,scenario,\N
tt0002317,1,nm0449857,actor,\N,\N
tt0002317,2,nm0245385,director,\N,\N
tt0002318,10,nm0227919,actor,\N,"[""A Porter""]"
tt0002318,1,nm0921980,actor,\N,"[""Dick Logan""]"
tt0002318,2,nm0681933,actress,\N,"[""The Mexican Girl""]"
tt0002318,3,nm0537556,actor,\N,"[""The Mexican Girl's Father""]"
tt0002318,4,nm0649211,actor,\N,"[""The Owner of the Gambling Hall""]"
tt0002318,5,nm0000428,director,\N,\N
tt0002318,6,nm0377289,writer,\N,\N
tt0002318,7,nm0005658,cinematographer,\N,\N
tt0002318,8,nm0127511,actor,\N,"[""In Gambling Hall"",""First Mexican Couple, the Man""]"
tt0002318,9,nm0141035,actor,\N,"[""A Tramp""]"
tt0002319,1,nm0007221,actor,\N,"[""Lord Browning""]"
tt0002319,2,nm0949403,actress,\N,"[""Cinderella""]"
tt0002319,3,nm0330352,actress,\N,"[""The Widow Gibson""]"
tt0002319,4,nm0277411,actress,\N,"[""Sylvia, Cinderella's Older Sister""]"
tt0002319,5,nm0111753,director,\N,\N
tt0002319,6,nm0186847,writer,\N,\N
tt0002319,7,nm0047889,actress,\N,"[""Adrienne, Cinderella's Younger Sister""]"
tt0002320,1,nm0680232,actor,\N,"[""The Peasant""]"
tt0002320,2,nm0626370,actress,\N,"[""Mary""]"
tt0002320,3,nm0840287,actor,\N,"[""Mary's Father""]"
tt0002320,4,nm0635500,actress,\N,"[""Mary's Mother""]"
tt0002320,5,nm0205986,director,\N,\N
tt0002320,6,nm0355555,writer,\N,\N
tt0002320,7,nm0199087,actress,\N,"[""Mary's Sister""]"
tt0002320,8,nm0644728,actor,\N,"[""The Lord of the Manor""]"
tt0002320,9,nm0264279,actor,\N,"[""The Doctor""]"
tt0002321,1,nm0516974,actor,\N,"[""Harry Locke - the Bridegroom""]"
tt0002321,2,nm0202590,actress,\N,"[""Dora Davey - the Waiting Bride""]"
tt0002321,3,nm0755331,actor,\N,"[""Rev. Sackcloth - the Forgetful Parson""]"
tt0002321,4,nm0160280,director,\N,\N
tt0002321,5,nm0395438,producer,producer,\N
tt0002322,1,nm0130797,actor,\N,"[""Robert Brandt""]"
tt0002322,2,nm0105201,actress,\N,"[""Lily Leslie""]"
tt0002322,3,nm0087051,actress,\N,"[""The Maid""]"
tt0002322,4,nm0047534,actor,\N,"[""George""]"
tt0002322,5,nm0556607,actor,\N,"[""John""]"
tt0002323,1,nm0138771,actor,\N,"[""Carney""]"
tt0002323,2,nm0533615,actor,\N,"[""Parsons""]"
tt0002323,3,nm0430865,actress,\N,"[""Mrs. Parsons""]"
tt0002323,4,nm1073527,actress,\N,"[""Ethel Parsons""]"
tt0002323,5,nm0001908,writer,\N,\N
tt0002323,6,nm0934669,actor,\N,"[""Horace Winton""]"
tt0002323,7,nm1363590,actor,\N,"[""The Boy""]"
tt0002324,1,nm0602956,actor,\N,"[""Lieutenant Daring""]"
tt0002324,2,nm3140379,actor,\N,"[""Arsene Leblanc - a Spy""]"
tt0002324,3,nm3137494,actress,\N,"[""Gabrielle Leblanc - Arsene's Wife""]"
tt0002324,4,nm0713223,actor,\N,"[""Leon Schumwasser""]"
